[2016-04-13 13:08:11,407][DEBUG][com.jzctb.mis.action.EncryptAction.validate(EncryptAction.java:28)] - 请输入要加密或解密的源字符串
[2016-04-21 10:29:21,133][DEBUG][com.jzctb.mis.action.CustomQueryAction.execute(CustomQueryAction.java:30)] - execute()
[2016-04-22 16:53:56,446][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/CustomQuery.do]
[2016-04-22 16:53:56,462][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-22 16:53:56,466][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:45)] -   dbname = []
[2016-04-22 16:53:56,466][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:46)] -       IP = []
[2016-04-22 16:53:56,466][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:47)] -     port = [1521]
[2016-04-22 16:53:56,466][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:48)] - username = []
[2016-04-22 16:53:56,466][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:49)] - password = [********]
[2016-04-22 16:53:56,466][DEBUG][com.jzctb.mis.action.CustomQueryAction.execute(CustomQueryAction.java:32)] -      sql = []
[2016-04-22 16:53:56,497][ERROR][com.jzctb.mis.db.CustomQueryDao.query(CustomQueryDao.java:36)] - 获取连接失败
[2016-04-22 16:53:58,798][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/CustomQuery.do]
[2016-04-22 16:53:58,807][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-22 16:53:58,815][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:45)] -   dbname = []
[2016-04-22 16:53:58,816][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:46)] -       IP = []
[2016-04-22 16:53:58,816][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:47)] -     port = [1521]
[2016-04-22 16:53:58,816][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:48)] - username = []
[2016-04-22 16:53:58,816][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:49)] - password = [********]
[2016-04-22 16:53:58,817][DEBUG][com.jzctb.mis.action.CustomQueryAction.execute(CustomQueryAction.java:32)] -      sql = []
[2016-04-22 16:53:58,818][ERROR][com.jzctb.mis.db.CustomQueryDao.query(CustomQueryDao.java:36)] - 获取连接失败
[2016-04-22 16:54:22,380][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/CustomQuery.do]
[2016-04-22 16:54:22,380][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-22 16:54:22,387][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:45)] -   dbname = [test1]
[2016-04-22 16:54:22,387][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:46)] -       IP = [188.177.155.26]
[2016-04-22 16:54:22,387][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:47)] -     port = [1521]
[2016-04-22 16:54:22,387][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:48)] - username = [misdb]
[2016-04-22 16:54:22,387][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:49)] - password = [********]
[2016-04-22 16:54:22,387][DEBUG][com.jzctb.mis.action.CustomQueryAction.execute(CustomQueryAction.java:32)] -      sql = []
[2016-04-22 16:54:30,832][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/CustomQuery.do]
[2016-04-22 16:54:30,848][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-22 16:54:30,849][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:45)] -   dbname = [test1]
[2016-04-22 16:54:30,849][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:46)] -       IP = [188.177.155.26]
[2016-04-22 16:54:30,849][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:47)] -     port = [1521]
[2016-04-22 16:54:30,849][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:48)] - username = [misdb]
[2016-04-22 16:54:30,849][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:49)] - password = [********]
[2016-04-22 16:54:30,849][DEBUG][com.jzctb.mis.action.CustomQueryAction.execute(CustomQueryAction.java:32)] -      sql = [select * from t_sql]
[2016-04-22 16:54:30,927][ERROR][com.jzctb.mis.db.CustomQueryDao.query(CustomQueryDao.java:36)] - 获取连接失败
[2016-04-22 16:54:40,209][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/CustomQuery.do]
[2016-04-22 16:54:40,209][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-22 16:54:40,225][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:45)] -   dbname = [test1]
[2016-04-22 16:54:40,225][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:46)] -       IP = [188.177.155.26]
[2016-04-22 16:54:40,225][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:47)] -     port = [1521]
[2016-04-22 16:54:40,225][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:48)] - username = [misdb]
[2016-04-22 16:54:40,225][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:49)] - password = [********]
[2016-04-22 16:54:40,225][DEBUG][com.jzctb.mis.action.CustomQueryAction.execute(CustomQueryAction.java:32)] -      sql = [select * from t_sql]
[2016-04-22 16:54:40,288][ERROR][com.jzctb.mis.db.CustomQueryDao.query(CustomQueryDao.java:36)] - 获取连接失败
[2016-04-22 16:54:41,056][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/CustomQuery.do]
[2016-04-22 16:54:41,056][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-22 16:54:41,072][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:45)] -   dbname = [test1]
[2016-04-22 16:54:41,072][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:46)] -       IP = [188.177.155.26]
[2016-04-22 16:54:41,072][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:47)] -     port = [1521]
[2016-04-22 16:54:41,072][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:48)] - username = [misdb]
[2016-04-22 16:54:41,072][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:49)] - password = [********]
[2016-04-22 16:54:41,072][DEBUG][com.jzctb.mis.action.CustomQueryAction.execute(CustomQueryAction.java:32)] -      sql = [select * from t_sql]
[2016-04-22 16:54:41,135][ERROR][com.jzctb.mis.db.CustomQueryDao.query(CustomQueryDao.java:36)] - 获取连接失败
[2016-04-22 16:54:52,824][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/CustomQuery.do]
[2016-04-22 16:54:52,824][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-22 16:54:52,841][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:45)] -   dbname = [test1]
[2016-04-22 16:54:52,841][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:46)] -       IP = [188.177.155.26]
[2016-04-22 16:54:52,841][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:47)] -     port = [1521]
[2016-04-22 16:54:52,841][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:48)] - username = [misdb]
[2016-04-22 16:54:52,841][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:49)] - password = [********]
[2016-04-22 16:54:52,841][DEBUG][com.jzctb.mis.action.CustomQueryAction.execute(CustomQueryAction.java:32)] -      sql = [select * from t_sql]
[2016-04-22 16:54:53,913][ERROR][com.jzctb.mis.db.CustomQueryDao.query(CustomQueryDao.java:36)] - 获取连接失败
[2016-04-22 16:55:04,503][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/CustomQuery.do]
[2016-04-22 16:55:04,503][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-22 16:55:04,505][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:45)] -   dbname = [test1]
[2016-04-22 16:55:04,505][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:46)] -       IP = [188.177.155.26]
[2016-04-22 16:55:04,505][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:47)] -     port = [1521]
[2016-04-22 16:55:04,505][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:48)] - username = [misdb]
[2016-04-22 16:55:04,505][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:49)] - password = [********]
[2016-04-22 16:55:04,505][DEBUG][com.jzctb.mis.action.CustomQueryAction.execute(CustomQueryAction.java:32)] -      sql = [select * from t_sql]
[2016-04-22 16:55:41,408][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/CustomQuery.do]
[2016-04-22 16:55:41,408][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-22 16:55:41,420][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:45)] -   dbname = [test1]
[2016-04-22 16:55:41,420][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:46)] -       IP = [188.177.155.26]
[2016-04-22 16:55:41,420][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:47)] -     port = [1521]
[2016-04-22 16:55:41,420][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:48)] - username = [misdb]
[2016-04-22 16:55:41,420][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:49)] - password = [********]
[2016-04-22 16:55:41,420][DEBUG][com.jzctb.mis.action.CustomQueryAction.execute(CustomQueryAction.java:32)] -      sql = [select * from t_sql]
[2016-04-22 16:55:41,816][ERROR][com.opensymphony.xwork2.util.logging.commons.CommonsLogger.error(CommonsLogger.java:38)] - Exception occurred during processing request: /WEB-INF/jsp/dba/CustomQuery.jsp (line: 32, column: 69) quote symbol expected
org.apache.jasper.JasperException: /WEB-INF/jsp/dba/CustomQuery.jsp (line: 32, column: 69) quote symbol expected
	at org.apache.jasper.compiler.DefaultErrorHandler.jspError(DefaultErrorHandler.java:42)
	at org.apache.jasper.compiler.ErrorDispatcher.dispatch(ErrorDispatcher.java:443)
	at org.apache.jasper.compiler.ErrorDispatcher.jspError(ErrorDispatcher.java:89)
	at org.apache.jasper.compiler.Parser.parseAttribute(Parser.java:222)
	at org.apache.jasper.compiler.Parser.parseAttributes(Parser.java:162)
	at org.apache.jasper.compiler.Parser.parseAttributes(Parser.java:153)
	at org.apache.jasper.compiler.Parser.parseCustomTag(Parser.java:1220)
	at org.apache.jasper.compiler.Parser.parseElements(Parser.java:1435)
	at org.apache.jasper.compiler.Parser.parseBody(Parser.java:1647)
	at org.apache.jasper.compiler.Parser.parseOptionalBody(Parser.java:986)
	at org.apache.jasper.compiler.Parser.parseCustomTag(Parser.java:1258)
	at org.apache.jasper.compiler.Parser.parseElements(Parser.java:1435)
	at org.apache.jasper.compiler.Parser.parse(Parser.java:138)
	at org.apache.jasper.compiler.ParserController.doParse(ParserController.java:242)
	at org.apache.jasper.compiler.ParserController.parse(ParserController.java:102)
	at org.apache.jasper.compiler.Compiler.generateJava(Compiler.java:199)
	at org.apache.jasper.compiler.Compiler.compile(Compiler.java:374)
	at org.apache.jasper.compiler.Compiler.compile(Compiler.java:354)
	at org.apache.jasper.compiler.Compiler.compile(Compiler.java:341)
	at org.apache.jasper.JspCompilationContext.compile(JspCompilationContext.java:657)
	at org.apache.jasper.servlet.JspServletWrapper.service(JspServletWrapper.java:357)
	at org.apache.jasper.servlet.JspServlet.serviceJspFile(JspServlet.java:395)
	at org.apache.jasper.servlet.JspServlet.service(JspServlet.java:339)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748)
	at org.apache.catalina.core.ApplicationDispatcher.processRequest(ApplicationDispatcher.java:486)
	at org.apache.catalina.core.ApplicationDispatcher.doForward(ApplicationDispatcher.java:411)
	at org.apache.catalina.core.ApplicationDispatcher.forward(ApplicationDispatcher.java:338)
	at org.apache.struts2.dispatcher.ServletDispatcherResult.doExecute(ServletDispatcherResult.java:164)
	at org.apache.struts2.dispatcher.StrutsResultSupport.execute(StrutsResultSupport.java:186)
	at com.opensymphony.xwork2.DefaultActionInvocation.executeResult(DefaultActionInvocation.java:371)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:275)
	at org.apache.struts2.interceptor.DeprecationInterceptor.intercept(DeprecationInterceptor.java:41)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at org.apache.struts2.interceptor.debugging.DebuggingInterceptor.intercept(DebuggingInterceptor.java:256)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.DefaultWorkflowInterceptor.doIntercept(DefaultWorkflowInterceptor.java:167)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.validator.ValidationInterceptor.doIntercept(ValidationInterceptor.java:265)
	at org.apache.struts2.interceptor.validation.AnnotationValidationInterceptor.doIntercept(AnnotationValidationInterceptor.java:68)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ConversionErrorInterceptor.intercept(ConversionErrorInterceptor.java:138)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ParametersInterceptor.doIntercept(ParametersInterceptor.java:254)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ParametersInterceptor.doIntercept(ParametersInterceptor.java:254)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.StaticParametersInterceptor.intercept(StaticParametersInterceptor.java:191)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at org.apache.struts2.interceptor.MultiselectInterceptor.intercept(MultiselectInterceptor.java:73)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at org.apache.struts2.interceptor.CheckboxInterceptor.intercept(CheckboxInterceptor.java:91)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at org.apache.struts2.interceptor.FileUploadInterceptor.intercept(FileUploadInterceptor.java:252)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ModelDrivenInterceptor.intercept(ModelDrivenInterceptor.java:100)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ScopedModelDrivenInterceptor.intercept(ScopedModelDrivenInterceptor.java:141)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ChainingInterceptor.intercept(ChainingInterceptor.java:145)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.PrepareInterceptor.doIntercept(PrepareInterceptor.java:171)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.I18nInterceptor.intercept(I18nInterceptor.java:139)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at org.apache.struts2.interceptor.ServletConfigInterceptor.intercept(ServletConfigInterceptor.java:164)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.AliasInterceptor.intercept(AliasInterceptor.java:193)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ExceptionMappingInterceptor.intercept(ExceptionMappingInterceptor.java:189)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at org.apache.struts2.impl.StrutsActionProxy.execute(StrutsActionProxy.java:54)
	at org.apache.struts2.dispatcher.Dispatcher.serviceAction(Dispatcher.java:562)
	at org.apache.struts2.dispatcher.ng.ExecuteOperations.executeAction(ExecuteOperations.java:77)
	at org.apache.struts2.dispatcher.ng.filter.StrutsPrepareAndExecuteFilter.doFilter(StrutsPrepareAndExecuteFilter.java:99)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
	at com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:59)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:220)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:122)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:503)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:170)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:103)
	at org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:950)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:421)
	at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1070)
	at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:611)
	at org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:314)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(Unknown Source)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Unknown Source)
[2016-04-22 17:29:59,151][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/CustomQuery.do]
[2016-04-22 17:29:59,151][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-22 17:30:04,243][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/CustomQuery.do]
[2016-04-22 17:30:04,243][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-22 17:30:04,246][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:45)] -   dbname = []
[2016-04-22 17:30:04,246][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:46)] -       IP = []
[2016-04-22 17:30:04,246][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:47)] -     port = [1521]
[2016-04-22 17:30:04,246][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:48)] - username = []
[2016-04-22 17:30:04,246][DEBUG][com.jzctb.mis.action.CustomQueryAction.validate(CustomQueryAction.java:49)] - password = [********]
[2016-04-22 17:30:04,246][DEBUG][com.jzctb.mis.action.CustomQueryAction.execute(CustomQueryAction.java:32)] -      sql = []
[2016-04-22 17:30:04,246][ERROR][com.jzctb.mis.db.CustomQueryDao.query(CustomQueryDao.java:36)] - 获取连接失败
[2016-04-22 17:30:04,287][ERROR][com.opensymphony.xwork2.util.logging.commons.CommonsLogger.error(CommonsLogger.java:38)] - Exception occurred during processing request: /WEB-INF/jsp/dba/CustomQuery.jsp (line: 32, column: 69) quote symbol expected
org.apache.jasper.JasperException: /WEB-INF/jsp/dba/CustomQuery.jsp (line: 32, column: 69) quote symbol expected
	at org.apache.jasper.compiler.DefaultErrorHandler.jspError(DefaultErrorHandler.java:42)
	at org.apache.jasper.compiler.ErrorDispatcher.dispatch(ErrorDispatcher.java:443)
	at org.apache.jasper.compiler.ErrorDispatcher.jspError(ErrorDispatcher.java:89)
	at org.apache.jasper.compiler.Parser.parseAttribute(Parser.java:222)
	at org.apache.jasper.compiler.Parser.parseAttributes(Parser.java:162)
	at org.apache.jasper.compiler.Parser.parseAttributes(Parser.java:153)
	at org.apache.jasper.compiler.Parser.parseCustomTag(Parser.java:1220)
	at org.apache.jasper.compiler.Parser.parseElements(Parser.java:1435)
	at org.apache.jasper.compiler.Parser.parseBody(Parser.java:1647)
	at org.apache.jasper.compiler.Parser.parseOptionalBody(Parser.java:986)
	at org.apache.jasper.compiler.Parser.parseCustomTag(Parser.java:1258)
	at org.apache.jasper.compiler.Parser.parseElements(Parser.java:1435)
	at org.apache.jasper.compiler.Parser.parse(Parser.java:138)
	at org.apache.jasper.compiler.ParserController.doParse(ParserController.java:242)
	at org.apache.jasper.compiler.ParserController.parse(ParserController.java:102)
	at org.apache.jasper.compiler.Compiler.generateJava(Compiler.java:199)
	at org.apache.jasper.compiler.Compiler.compile(Compiler.java:374)
	at org.apache.jasper.compiler.Compiler.compile(Compiler.java:354)
	at org.apache.jasper.compiler.Compiler.compile(Compiler.java:341)
	at org.apache.jasper.JspCompilationContext.compile(JspCompilationContext.java:657)
	at org.apache.jasper.servlet.JspServletWrapper.service(JspServletWrapper.java:357)
	at org.apache.jasper.servlet.JspServlet.serviceJspFile(JspServlet.java:395)
	at org.apache.jasper.servlet.JspServlet.service(JspServlet.java:339)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748)
	at org.apache.catalina.core.ApplicationDispatcher.processRequest(ApplicationDispatcher.java:486)
	at org.apache.catalina.core.ApplicationDispatcher.doForward(ApplicationDispatcher.java:411)
	at org.apache.catalina.core.ApplicationDispatcher.forward(ApplicationDispatcher.java:338)
	at org.apache.struts2.dispatcher.ServletDispatcherResult.doExecute(ServletDispatcherResult.java:164)
	at org.apache.struts2.dispatcher.StrutsResultSupport.execute(StrutsResultSupport.java:186)
	at com.opensymphony.xwork2.DefaultActionInvocation.executeResult(DefaultActionInvocation.java:371)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:275)
	at org.apache.struts2.interceptor.DeprecationInterceptor.intercept(DeprecationInterceptor.java:41)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at org.apache.struts2.interceptor.debugging.DebuggingInterceptor.intercept(DebuggingInterceptor.java:256)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.DefaultWorkflowInterceptor.doIntercept(DefaultWorkflowInterceptor.java:167)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.validator.ValidationInterceptor.doIntercept(ValidationInterceptor.java:265)
	at org.apache.struts2.interceptor.validation.AnnotationValidationInterceptor.doIntercept(AnnotationValidationInterceptor.java:68)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ConversionErrorInterceptor.intercept(ConversionErrorInterceptor.java:138)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ParametersInterceptor.doIntercept(ParametersInterceptor.java:254)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ParametersInterceptor.doIntercept(ParametersInterceptor.java:254)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.StaticParametersInterceptor.intercept(StaticParametersInterceptor.java:191)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at org.apache.struts2.interceptor.MultiselectInterceptor.intercept(MultiselectInterceptor.java:73)
